,Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,Elite%,review_id,1_weight,2_weight,3_weight,4_weight,5_weight,6_weight,7_weight,8_weight,fpl_id,Value,real_id,team,Missing
176,D,176,M.Sarr,4.5,4.5,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,176,0,0.0
177,M,177,Madueke,6.5,6.5,Chelsea,37.0,1.672,36.4,1.932,37.0,2.142,37.6,1.992,36.4,1.94,35.8,2.116,34.6,2.138,35.2,4.763716437499999,0.01,177,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,177.0,6.5,177,0,0.0
178,F,178,Marc Guiu,5.0,5.0,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,178,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,178,0,0.0
179,M,179,Mudryk,6.5,6.5,Chelsea,38.2,1.734,37.6,2.0380000000000003,38.8,2.282,38.2,2.068,39.4,2.1239999999999997,40.0,2.36,38.8,2.4459999999999997,40.0,5.301090175,0.0,179,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,179.0,6.5,179,0,0.0
180,F,180,N.Jackson,7.5,7.5,Chelsea,59.6,2.7320000000000007,59.0,3.196,59.0,3.534,59.0,3.2560000000000002,60.2,3.2739999999999996,58.4,3.6720000000000006,59.0,3.77,57.8,7.23969065,0.03,180,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,180.0,7.5,180,0,0.0
181,M,181,Nkunku,6.5,6.5,Chelsea,73.388,3.844,70.988,4.366,69.188,4.709999999999999,67.988,4.2059999999999995,67.988,4.1979999999999995,67.388,4.74,67.388,4.994000000000001,67.388,9.8028575375,0.18,181,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,181.0,6.5,181,0,0.0
182,M,182,Palmer,10.5,10.5,Chelsea,83.6,4.938,84.8,5.898,83.0,6.5840000000000005,81.8,5.766,81.2,5.7219999999999995,81.2,6.53,80.6,6.917999999999999,81.2,13.0721481875,0.47,182,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,182.0,10.5,182,0,0.0
183,G,183,Petrović,4.5,4.5,Chelsea,2.0,0.07,3.0,0.11,3.0,0.1,3.0,0.13,4.0,0.14,4.0,0.16,5.0,0.21,6.0,0.65897875,0.01,183,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,183,0,0.0
184,M,184,Renato Veiga,4.5,4.5,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0433499999999999,0.0,184,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,184,0,0.0
185,G,185,Sánchez,4.5,4.5,Chelsea,63.0,1.6939999999999997,63.6,2.0839999999999996,64.2,2.1180000000000003,65.4,2.042,62.4,1.844,63.0,2.0140000000000002,63.0,2.224,63.0,4.3023125625,0.05,185,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,185.0,4.5,185,0,0.0
186,M,186,Sterling,7.0,7.0,Chelsea,30.4,1.546,32.2,1.92,32.2,2.0980000000000003,32.2,1.956,31.6,1.892,32.2,2.1319999999999997,31.6,2.1839999999999997,32.8,4.9999873625,0.04,186,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,186.0,7.0,186,0,0.0
187,D,187,Tosin,4.5,4.5,Chelsea,55.2,0.81,55.2,1.224,54.6,1.296,53.4,1.108,52.2,0.98,52.8,1.232,52.8,1.4140000000000001,52.2,2.2345769,0.01,187,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,187.0,4.5,187,0,0.0
188,M,188,Ugochukwu,4.5,4.5,Chelsea,3.0,0.2,5.0,0.28,6.0,0.31,5.0,0.29,7.0,0.36,6.0,0.34,6.0,0.34,8.0,1.3385136249999998,0.0,188,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,188,0,0.0
189,D,189,W.Fofana,4.5,4.5,Chelsea,43.8,0.51,47.4,0.948,50.4,1.192,55.2,1.254,58.2,1.294,58.8,1.574,60.6,1.886,58.2,2.9579077000000003,0.0,189,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,189.0,4.5,189,0,0.0
190,M,190,Ahamada,4.5,4.5,Crystal Palace,2.0,0.1,2.0,0.1,2.0,0.11,3.0,0.18,3.0,0.14,3.0,0.18,4.0,0.2,4.0,0.7462049374999999,0.0,190,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,190,0,0.0
191,D,191,Andersen,4.5,4.5,Crystal Palace,90.6,2.69,88.8,3.102,88.2,1.8119999999999998,88.8,3.696,87.6,2.556,87.6,2.758,86.4,2.044,86.4,7.035663675,0.23,191,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,191.0,4.5,191,0,0.0
192,M,192,J.Ayew,5.5,5.5,Crystal Palace,30.8,1.3739999999999997,30.8,1.56,29.0,1.208,30.2,1.7260000000000002,30.2,1.4060000000000001,31.4,1.376,29.6,1.244,30.2,3.7613378875,0.01,192,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,192.0,5.5,192,0,0.0
193,M,193,C.Doucouré,5.0,5.0,Crystal Palace,33.0,1.19,35.0,1.3,37.0,1.22,37.0,1.49,36.0,1.26,36.0,1.24,37.0,1.24,40.0,4.952642999999999,0.0,193,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,193,0,0.0
194,D,194,C.Richards,4.5,4.5,Crystal Palace,67.2,1.6540000000000001,67.8,1.88,67.8,1.192,67.2,2.2459999999999996,67.8,1.642,66.0,1.744,68.4,1.37,68.4,4.4472366625,0.0,194,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,194.0,4.5,194,0,0.0
195,D,195,Chadi Riad,4.5,4.5,Crystal Palace,37.8,0.21,39.6,0.28600000000000003,39.6,0.204,39.6,0.364,41.4,0.33,40.8,0.354,41.4,0.318,41.4,0.8547614,0.0,195,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,195.0,4.5,195,0,0.0
196,D,196,Clyne,4.5,4.5,Crystal Palace,43.2,0.43399999999999994,45.6,0.56,46.2,0.45399999999999996,48.0,0.7879999999999999,48.0,0.6580000000000001,49.2,0.706,49.8,0.618,49.8,2.1096913,0.0,196,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,196.0,4.5,196,0,0.0
197,M,197,Ebiowei,4.5,4.5,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,197,0,0.0
198,F,198,Edouard,5.5,5.5,Crystal Palace,45.236000000000004,2.532,38.636,2.2199999999999998,32.636,1.338,32.636,1.9,33.836000000000006,1.5760000000000003,33.236000000000004,1.476,33.236000000000004,1.452,33.236000000000004,4.426377349999999,0.01,198,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,198.0,5.5,198,0,0.0
199,M,199,Eze,7.0,7.0,Crystal Palace,82.0,4.85,80.8,5.67,80.2,4.294,77.8,6.245999999999999,79.0,4.922,77.8,4.545999999999999,77.8,4.388,77.8,12.114165787500001,0.33,199,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,199.0,7.0,199,0,0.0
200,D,200,Guéhi,4.5,4.5,Crystal Palace,90.6,2.6639999999999997,90.0,3.0460000000000003,88.8,1.8259999999999998,87.6,3.5520000000000005,87.6,2.5440000000000005,87.6,2.736,87.0,2.044,85.8,7.0573401874999995,0.09,200,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,200.0,4.5,200,0,0.0
201,G,201,Henderson,4.5,4.5,Crystal Palace,81.6,2.966,79.8,2.964,78.0,2.5679999999999996,79.2,3.1420000000000003,79.2,2.742,76.8,2.792,76.8,2.478,77.4,6.739369900000001,0.07,201,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,201.0,4.5,201,0,0.0
202,D,202,Holding,4.5,4.5,Crystal Palace,36.6,0.05399999999999999,37.2,0.08399999999999999,37.8,0.076,38.4,0.136,38.4,0.11600000000000002,38.4,0.11800000000000001,38.4,0.10800000000000001,39.0,0.38126698749999993,0.0,202,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,202.0,4.5,202,0,0.0
203,M,203,Hughes,5.0,5.0,Crystal Palace,9.6,0.35600000000000004,10.2,0.41,11.4,0.384,12.6,0.524,12.6,0.45799999999999996,13.2,0.45799999999999996,13.2,0.45,13.2,1.4528088875000003,0.0,203,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,203.0,5.0,203,0,0.0
204,G,204,Johnstone,4.5,4.5,Crystal Palace,19.0,0.69,22.0,0.81,25.0,0.86,23.0,0.94,23.0,0.82,27.0,1.01,26.0,0.89,26.0,3.6659771874999993,0.01,204,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,204,0,0.0
205,M,205,Kamada,5.5,5.5,Crystal Palace,58.0,2.488,58.6,2.872,56.8,2.208,56.8,3.18,56.8,2.546,56.8,2.414,57.4,2.322,56.2,6.695052925,0.01,205,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,205.0,5.5,205,0,0.0
206,M,206,Lerma,5.0,5.0,Crystal Palace,72.8,2.094,69.8,2.27,69.8,1.854,69.2,2.522,68.0,2.048,69.8,1.99,68.0,1.86,69.2,5.1954310249999995,0.0,206,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,206.0,5.0,206,0,0.0
207,F,207,Mateta,7.5,7.5,Crystal Palace,46.75200000000001,2.134,58.15200000000001,3.516,68.352,3.534,67.152,5.084,66.552,3.97,66.552,3.7039999999999997,66.552,3.616,66.552,9.769658374999999,0.08,207,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,207.0,7.5,207,0,0.0
208,M,208,M.França,4.5,4.5,Crystal Palace,12.2,0.5840000000000001,11.6,0.642,11.6,0.536,13.4,0.7959999999999999,13.4,0.652,14.0,0.6759999999999999,13.4,0.6140000000000001,13.4,1.9004965624999999,0.0,208,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,208.0,4.5,208,0,0.0
209,G,209,Matthews,4.0,4.0,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,209,0,0.0
210,D,210,Mitchell,5.0,5.0,Crystal Palace,87.0,2.63,85.2,2.97,84.6,1.778,84.0,3.4679999999999995,82.8,2.44,83.4,2.6320000000000006,82.2,1.9860000000000002,82.2,6.6822057,0.03,210,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,210.0,5.0,210,0,0.0
211,D,211,Muñoz,5.0,5.0,Crystal Palace,88.2,2.8480000000000003,86.4,3.258,85.2,1.9060000000000001,84.0,3.784,83.4,2.616,82.8,2.77,82.2,2.12,82.2,7.153687724999998,0.04,211,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,211.0,5.0,211,0,0.0
212,M,212,Ozoh,4.5,4.5,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,212,0,0.0
213,M,213,Rak-Sakyi,4.5,4.5,Crystal Palace,2.0,0.14,2.0,0.17,2.0,0.18,3.0,0.29,3.0,0.23,4.0,0.28,3.0,0.25,4.0,1.110798,0.0,213,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,213,0,0.0
214,M,214,Schlupp,5.0,5.0,Crystal Palace,8.0,0.374,9.2,0.46799999999999997,9.2,0.402,11.0,0.586,11.6,0.504,10.4,0.44,12.2,0.504,11.6,1.514281325,0.0,214,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,214.0,5.0,214,0,0.0
215,D,215,Ward,4.5,4.5,Crystal Palace,39.0,0.14,40.2,0.196,41.4,0.184,42.0,0.33399999999999996,41.4,0.262,42.6,0.31200000000000006,43.2,0.268,43.2,1.0261336375,0.0,215,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,215.0,4.5,215,0,0.0
216,M,216,Wharton,5.0,5.0,Crystal Palace,80.4,2.552,79.2,2.844,78.6,2.312,76.2,3.1039999999999996,76.8,2.576,75.6,2.3959999999999995,75.6,2.3040000000000003,75.0,6.227729562499999,0.01,216,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,216.0,5.0,216,0,0.0
217,M,217,A.Doucoure,5.5,5.5,Everton,79.2,3.4879999999999995,79.2,2.842,76.8,3.5,76.2,2.842,75.6,3.3939999999999997,75.6,3.2979999999999996,75.6,3.158,75.0,8.471903924999998,0.01,217,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,217.0,5.5,217,0,0.0
218,F,218,Beto,5.0,5.0,Everton,21.0,1.298,21.6,1.104,21.6,1.3560000000000003,22.8,1.1720000000000002,22.8,1.4180000000000001,22.8,1.36,24.0,1.344,22.8,3.9575243875,0.0,218,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,218.0,5.0,218,0,0.0
219,D,219,Branthwaite,5.0,5.0,Everton,88.8,2.0340000000000003,88.2,1.558,86.4,2.924,84.6,1.822,82.8,2.582,83.4,2.6439999999999997,84.0,2.302,82.8,6.679922899999999,0.12,219,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,219.0,5.0,219,0,0.0
220,F,220,Calvert-Lewin,6.0,6.0,Everton,69.32799999999999,4.12,66.32799999999999,3.14,63.92799999999999,3.8819999999999997,62.727999999999994,3.0780000000000003,62.727999999999994,3.7539999999999996,62.12799999999999,3.574,60.327999999999996,3.342,60.92799999999999,8.8326806375,0.02,220,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,220.0,6.0,220,0,0.0
221,D,221,Coleman,4.5,4.5,Everton,60.0,1.37,61.8,1.008,60.0,1.504,57.6,0.98,58.8,1.3339999999999999,58.2,1.354,57.0,1.162,57.6,3.5990460124999992,0.0,221,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,221.0,4.5,221,0,0.0
222,M,222,Gana,5.0,5.0,Everton,77.0,2.3379999999999996,74.0,1.96,74.6,2.334,72.8,2.0,72.8,2.3040000000000003,72.2,2.218,72.2,2.148,72.8,5.61639705,0.0,222,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,222.0,5.0,222,0,0.0
223,M,223,Garner,5.0,5.0,Everton,80.4,2.7439999999999998,78.6,2.296,78.0,2.7539999999999996,77.4,2.31,76.2,2.6919999999999997,76.2,2.6039999999999996,76.2,2.508,75.0,6.7146952375,0.0,223,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,223.0,5.0,223,0,0.0
224,M,224,Harrison,5.5,5.5,Everton,71.0,3.202,69.8,2.628,69.2,3.2579999999999996,69.2,2.7,68.6,3.196,68.0,3.074,68.0,2.944,68.0,7.771188412499999,0.0,224,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,224.0,5.5,224,0,0.0
225,D,225,Holgate,4.0,4.0,Everton,39.6,0.26,41.4,0.23200000000000004,42.6,0.376,40.8,0.22,41.4,0.292,42.0,0.33,43.2,0.348,43.2,1.1312984125,0.01,225,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,225.0,4.0,225,0,0.0
226,M,226,Iroegbunam,4.5,4.5,Everton,23.0,0.9599999999999999,30.0,1.05,31.0,1.21,34.0,1.19,34.0,1.26,34.0,1.25,35.0,1.24,36.0,4.8802895625,0.0,226,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,226,0,0.0
227,G,227,J.Virginia,4.0,4.0,Everton,1.0,0.05,2.0,0.07,3.0,0.1,3.0,0.1,3.0,0.11,4.0,0.15,4.0,0.14,4.0,0.5865435625,0.01,227,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,227,0,0.0
228,D,228,Keane,4.0,4.0,Everton,37.2,0.22,38.4,0.136,39.6,0.20800000000000002,40.8,0.18600000000000003,42.0,0.284,40.2,0.24600000000000002,42.0,0.276,42.0,0.8686892499999999,0.01,228,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,228.0,4.0,228,0,0.0
229,F,229,Maupay,5.0,5.0,Everton,15.6,0.8519999999999999,16.8,0.782,18.6,1.088,19.8,0.9519999999999998,19.8,1.122,21.6,1.15,21.0,1.112,21.6,3.64726175,0.01,229,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,229.0,5.0,229,0,0.0
230,M,230,McNeil,5.5,5.5,Everton,85.6,3.826,84.4,3.0839999999999996,82.6,3.8539999999999996,82.0,3.1060000000000003,80.8,3.716,81.4,3.6239999999999997,81.4,3.486,80.2,9.186316875,0.01,230,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,230.0,5.5,230,0,0.0
231,D,231,Mykolenko,4.5,4.5,Everton,90.0,3.0,87.0,1.794,85.8,3.0839999999999996,85.2,1.9480000000000002,84.0,2.7560000000000002,84.0,2.806,83.4,2.426,82.8,7.1543856875,0.12,231,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,231.0,4.5,231,0,0.0
232,F,232,Ndiaye,5.5,5.5,Everton,42.0,1.964,42.0,1.652,43.8,2.06,44.4,1.778,44.4,2.068,44.4,2.008,43.8,1.922,45.6,5.707635949999999,0.0,232,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,232.0,5.5,232,0,0.0
233,M,233,Onana,5.0,5.0,Aston Villa,55.2,1.806,54.6,1.5719999999999998,54.0,1.9780000000000002,44.4,1.618,38.4,1.432,36.0,1.36,36.0,1.27,36.6,2.8019433625,0.01,233,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,233.0,5.0,233,0,0.0
234,D,234,Patterson,4.5,4.5,Everton,36.0,0.0,36.0,0.0,40.2,0.264,45.6,0.5,46.8,0.68,46.8,0.7080000000000001,47.4,0.6680000000000001,48.0,1.9899169999999997,0.0,234,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,234.0,4.5,234,0,0.0
235,G,235,Pickford,5.0,5.0,Everton,92.4,3.4679999999999995,91.8,3.028,91.2,3.552,91.2,3.1320000000000006,91.2,3.478,90.6,3.446,90.6,3.2260000000000004,90.0,8.9642217625,0.18,235,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,235.0,5.0,235,0,0.0
236,D,236,Tarkowski,5.0,5.0,Everton,90.0,2.964,88.8,1.776,87.6,3.086,87.6,1.936,86.4,2.79,86.4,2.892,85.2,2.428,84.0,7.1100445500000005,0.02,236,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,236.0,5.0,236,0,0.0
237,F,237,Y. Chermiti,5.0,5.0,Everton,2.0,0.13,6.0,0.33,8.0,0.55,8.0,0.49,11.0,0.68,10.0,0.64,11.0,0.67,12.0,2.6954369375,0.0,237,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,237,0,0.0
238,D,238,Young,4.5,4.5,Everton,70.8,2.196,70.8,1.3659999999999999,70.2,2.234,68.4,1.4140000000000001,69.0,1.976,68.4,1.9939999999999998,67.8,1.7020000000000002,67.8,5.241744087499999,0.0,238,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,238.0,4.5,238,0,0.0
239,M,239,Adama,5.0,5.0,Fulham,30.6,1.318,31.8,1.76,33.0,1.76,33.0,1.766,33.0,1.64,33.6,1.578,35.4,1.264,34.8,3.5697786749999993,0.0,239,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,239.0,5.0,239,0,0.0
240,M,240,Andreas,5.5,5.5,Fulham,69.708,3.2760000000000002,69.10799999999999,4.456,69.10799999999999,3.8879999999999995,67.90799999999999,3.8820000000000006,67.90799999999999,3.5179999999999993,67.90799999999999,3.3979999999999997,66.708,2.368,66.708,9.1222521375,0.04,240,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,240.0,5.5,240,0,0.0
241,D,241,Bassey,4.5,4.5,Fulham,90.6,1.598,88.8,3.1180000000000003,87.6,2.65,86.4,2.472,85.8,2.138,84.6,2.38,84.6,0.654,84.6,5.900314712499998,0.0,241,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,241.0,4.5,241,0,0.0
242,G,242,Benda,4.0,4.0,Fulham,1.0,0.04,3.0,0.1,3.0,0.11999999999999998,4.0,0.14,5.0,0.16,3.0,0.11999999999999998,4.0,0.11999999999999998,4.0,0.5748809999999999,0.0,242,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,242,0,0.0
243,M,243,Cairney,5.0,5.0,Fulham,36.6,1.3780000000000001,39.0,1.824,40.8,1.7619999999999998,40.8,1.778,41.4,1.6980000000000002,42.6,1.6660000000000001,41.4,1.274,42.0,4.813025537499999,0.0,243,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,243.0,5.0,243,0,0.0
244,D,244,Castagne,4.5,4.5,Fulham,82.8,1.706,81.6,3.24,78.6,2.638,77.4,2.492,77.4,2.15,80.4,2.4779999999999998,76.8,0.792,76.2,5.8498085500000006,0.03,244,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,244.0,4.5,244,0,0.0
245,D,245,Diop,4.5,4.5,Fulham,91.8,1.608,90.0,3.214,87.6,2.7020000000000004,87.6,2.526,87.6,2.194,88.2,2.496,88.2,0.6779999999999999,88.2,6.207989449999999,0.0,245,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,245.0,4.5,245,0,0.0
246,M,246,Harris,4.5,4.5,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,246,0,0.0
247,M,247,Iwobi,5.5,5.5,Fulham,79.2,2.978,77.4,3.9420000000000006,76.2,3.5660000000000003,75.0,3.5679999999999996,75.6,3.2760000000000002,73.8,3.148,72.6,2.2640000000000002,72.6,8.226945587500001,0.01,247,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,247.0,5.5,247,0,0.0
248,G,248,Leno,5.0,5.0,Fulham,92.4,3.13,91.2,3.662,91.2,3.5060000000000002,90.6,3.3279999999999994,90.0,3.1919999999999997,91.2,3.372,90.6,2.928,90.6,8.572823625000002,0.03,248,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,248.0,5.0,248,0,0.0
249,M,249,Lukić,5.0,5.0,Fulham,77.2,2.262,75.4,2.888,74.8,2.64,73.6,2.6179999999999994,72.4,2.416,73.0,2.3680000000000003,73.0,1.82,73.0,6.3803657375,0.0,249,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,249.0,5.0,249,0,0.0
250,D,250,Mbabu,4.0,4.0,Fulham,42.0,0.152,43.8,0.39799999999999996,46.8,0.478,48.6,0.564,49.2,0.546,49.2,0.574,49.8,0.258,51.0,2.0229473625,0.01,250,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,250.0,4.0,250,0,0.0
251,F,251,Muniz,6.0,6.0,Fulham,72.4,3.4219999999999997,70.6,4.596,70.0,4.114,68.8,4.13,67.6,3.736,67.0,3.5460000000000003,67.0,2.5639999999999996,67.0,9.313375125,0.08,251,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,251.0,6.0,251,0,0.0
252,F,252,Raúl,5.5,5.5,Fulham,21.2,1.104,22.4,1.5220000000000002,23.0,1.422,23.6,1.48,23.6,1.388,23.0,1.3119999999999998,24.2,1.016,23.6,4.007368625,0.0,252,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,252.0,5.5,252,0,0.0
253,D,253,Ream,4.5,4.5,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,253,0,0.0
254,M,254,Reed,5.0,5.0,Fulham,66.2,1.8679999999999999,65.0,2.258,64.4,2.126,64.4,2.118,65.0,2.0239999999999996,62.6,1.912,63.8,1.536,62.6,5.1588026125,0.0,254,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,254.0,5.0,254,0,0.0
255,D,255,Robinson,4.5,4.5,Fulham,82.8,1.6239999999999997,81.6,3.2039999999999997,79.2,2.6239999999999997,79.2,2.472,78.0,2.116,78.0,2.374,78.0,0.7120000000000001,78.6,5.6654886,0.06,255,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,255.0,4.5,255,0,0.0
256,F,256,Stansfield,5.0,5.0,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0469805624999999,0.0,256,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,256,0,0.0
257,D,257,Tete,4.5,4.5,Fulham,45.0,0.49200000000000005,49.2,1.024,52.2,1.026,52.8,1.046,53.4,0.966,54.0,1.104,54.6,0.518,54.6,2.8512750875,0.0,257,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,257.0,4.5,257,0,0.0
258,F,258,Vinicius,5.0,5.0,Fulham,2.4,0.166,3.6,0.28600000000000003,4.2,0.3,4.8,0.318,4.8,0.332,5.4,0.35800000000000004,6.0,0.294,6.0,1.295090175,0.01,258,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,258.0,5.0,258,0,0.0
259,M,259,Wilson,5.5,5.5,Fulham,35.0,1.5959999999999999,34.4,2.1180000000000003,35.0,1.96,36.8,2.078,33.8,1.7739999999999998,33.8,1.71,35.6,1.344,35.0,4.928876399999999,0.0,259,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,259.0,5.5,259,0,0.0
260,F,260,Al-Hamadi,5.0,5.0,Ipswich,10.0,0.58,10.0,0.49,11.0,0.74,12.0,0.68,11.0,0.7,10.0,0.65,12.0,0.7,10.0,2.3443475,0.01,260,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,260,0,0.0
261,D,261,Baggott,4.0,4.0,Ipswich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,261,0,0.0
262,M,262,Broadhead,5.0,5.0,Ipswich,1.34,0.0,1.34,0.0,1.34,0.0,1.34,0.0,1.34,0.0,15.74,0.8919999999999999,27.74,1.716,34.94,6.8075804375,0.0,262,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,262.0,5.0,262,0,0.0
263,D,263,Burgess,4.0,4.0,Ipswich,63.6,0.86,63.6,0.32400000000000007,65.4,1.4360000000000002,66.0,1.024,66.6,1.36,65.4,1.226,66.0,1.032,67.2,3.6256907375000003,0.0,263,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,263.0,4.0,263,0,0.0
