Pos,ID,Name,BV,SV,Team,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,Elite%,relevant_players_wc6.ID
M,585,I.Sarr,5.8,5.8,Crystal Palace,27,1.53,25,1.28,27,1.48,27,1.5,26,1.54,28,1.68,26,1.34,27,5.423340938,0,
D,586,J.Cuenca,4.4,4.4,Fulham,1,0.06,3,0.08,5,0.18,6,0.23,7,0.27,8,0.27,8,0.33,8,0.99310475,0,
M,587,Summerville,5.8,5.8,West Ham,31,1.67,28,1.76,28,1.4,31,1.75,32,1.69,32,2.1,33,1.69,30,6.607739125,0,
M,588,G.Rodríguez,5,5,West Ham,83,2.28,74,2.34,72,1.88,71,2.04,68,1.98,68,2.18,66,1.78,67,7.0171305,0,
F,589,Füllkrug,6.7,6.7,West Ham,24,1.36,42,2.77,45,2.29,44,2.58,46,2.54,48,3.15,45,2.42,46,9.595894625,0,
F,590,Osula,5,5,Newcastle,10,0.57,13,0.84,10,0.7,6,0.42,5,0.34,4,0.36,5,0.44,5,1.569313625,0,
D,591,Todibo,4.4,4.4,West Ham,18,0.51,26,1.01,27,0.55,31,0.9,34,1.05,32,1.28,35,0.77,35,4.286112813,0,
D,592,J.Araujo,4.5,4.5,Bournemouth,57,2.54,55,2.1,53,1.46,51,1.43,52,1.2,52,1.68,50,1.8,49,6.336851688,0,
D,593,De Ligt,5,5,Man Utd,84,2.42,80,2.38,79,3.14,75,2.4,77,2.35,76,3.44,73,2.88,72,8.873390125,0,
D,594,Mazraoui,4.6,4.6,Man Utd,82,2.86,68,2.4,32,1.53,33,1.35,32,1.27,33,1.73,35,1.68,36,5.599177125,0,594
M,595,Gruda,5.4,5.4,Brighton,18,0.83,29,1.51,24,1.24,24,1.44,24,1.07,27,1.17,25,1.34,25,5.095015625,0,
M,596,Jota Silva,5.9,5.9,Nott'm Forest,35,1.99,37,1.65,29,1.66,28,1.51,37,2.06,31,1.72,32,1.3,31,5.857483438,0,
M,597,Lewis-Skelly,4.5,4.5,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,598,Bogarde,4,4,Aston Villa,29,1.13,17,0.57,14,0.44,13,0.49,15,0.36,16,0.35,16,0.61,20,2.226027813,0,
G,599,Dennis,4,4,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,600,Ayari,5,5,Brighton,27,1.06,27,1.14,24,0.99,24,1.1,22,0.83,24,0.91,25,1.03,24,4.005920563,0,
M,601,Moran,5,5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,602,Trevitt,4.5,4.5,Brentford,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,603,Armstrong,4.5,4.5,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,604,King,4.5,4.5,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,605,Godo,4.5,4.5,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,606,Alves,4.5,4.5,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,607,O’Reilly,5,5,Man City,0,0,0,0,0,0,1,0.12,1,0.12,2,0.14,2,0.18,2,0.545364438,0,
M,608,Dibling,4.5,4.5,Southampton,44,2.18,44,1.71,44,2.52,43,1.58,41,2.38,40,2.07,39,1.79,40,7.063825063,0,608
F,609,Lankshear,4.5,4.5,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,610,Moore,4.5,4.5,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,611,Szmodics,6,6,Ipswich,65,3.29,66,3.22,63,3.63,61,2.91,61,3.58,58,2.51,61,3.02,59,11.29651681,0,
M,612,Odobert,5.4,5.4,Spurs,0,0,0,0,0,0,15,0.87,30,1.73,43,2.81,42,1.67,42,8.692460313,0,
M,613,Collyer,4.5,4.5,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,614,Metcalfe,4.5,4.5,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G,615,Rushworth,4,4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,616,Nelson,4,4,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
F,617,Evanilson,5.9,5.9,Bournemouth,68,4.57,67,3.77,65,2.75,62,2.89,63,2.59,64,3.19,62,3.25,63,12.01489781,0.01,617
M,618,Georginio,5.5,5.5,Brighton,48,2.27,42,2.27,32,1.64,31,1.98,31,1.43,34,1.54,34,1.88,32,7.247755563,0,
M,619,Cajuste,4.5,4.5,Ipswich,38,1.4,29,1.1,32,1.28,33,1.19,34,1.35,33,1.12,35,1.26,35,4.674691438,0,
M,620,Sosa,5.5,5.5,Nott'm Forest,19,1,21,0.97,13,0.73,14,0.71,24,1.28,16,0.84,15,0.65,16,2.727147813,0,
M,621,João Félix,6.3,6.3,Chelsea,21,1.49,25,1.79,26,1.46,27,1.98,34,2.06,26,1.48,28,1.94,29,7.299798125,0,
M,622,Berge,5,5,Fulham,46,1.5,54,1.47,59,1.95,56,1.84,56,1.95,57,1.81,55,1.99,56,6.469914563,0,
M,623,M.Fernandes,5,5,Southampton,74,2.24,73,1.88,66,2.31,64,1.65,62,2.17,60,1.94,61,1.82,61,6.813191563,0,
G,624,Begovic,4,4,Everton,0,0,1,0.04,0,0,0,0,1,0.05,2,0.06,1,0.06,2,0.247931563,0,
M,625,Gündogan,6.5,6.5,Man City,64,3.02,59,3.17,61,3.21,59,3.79,58,2.92,58,2.71,60,3.06,59,10.30764406,0,
D,626,Kaboré,4.5,4.5,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,627,Dixon,4,4,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,628,F.Kadıoğlu,4.5,4.5,Brighton,39,1.08,41,1.31,46,1.34,51,2.41,53,1.15,50,1.35,49,1.74,51,7.661731938,0,
M,629,O'Riley,5.5,5.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,630,O'Shea,4,4,Ipswich,81,2.07,76,1.87,77,2.68,76,1.82,72,2.58,74,1.01,72,1.72,71,7.203883813,0,630
M,631,J.Clarke,5.5,5.5,Ipswich,24,1.13,27,1.22,27,1.35,29,1.3,30,1.52,31,1.23,30,1.37,34,5.346023063,0,
M,632,Ogbene,5,5,Ipswich,28,1.3,29,1.32,34,1.7,36,1.55,34,1.7,33,1.35,35,1.59,37,6.101105125,0,
M,633,Merino,6,6,Arsenal,0,0,0,0,0,0,0,0,0,0,18,0.73,45,2.2,45,7.383238,0,
M,634,G.Nunes,5,5,Brentford,0,0,0,0,12,0.59,21,1.28,26,1.3,24,1.38,24,1.31,19,3.861781813,0,
M,635,El Khannouss,5,5,Leicester,45,1.56,47,2.13,46,2.06,44,2.05,47,2.06,46,1.75,45,1.9,45,7.606060063,0,
M,636,Chiesa,7,7,Liverpool,15,1.09,19,1.33,21,1.49,21,1.15,22,1.63,22,1.61,25,1.94,25,6.190669125,0,
D,637,Meupiyou,4,4,Wolves,0,0,0,0,4,0.1,9,0.24,10,0.33,11,0.39,14,0.4,13,1.654757563,0,
M,638,Oulad M'hand,4.5,4.5,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G,639,Setford,4.5,4.5,Arsenal,0,0,0,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,
D,640,Swinkels,4,4,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G,641,Zych,4,4,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,642,André,5,5,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,643,Casey,4,4,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0.015660188,0,
M,644,Umeh-Chibueze,4.5,4.5,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,645,Devenny,4.5,4.5,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,646,Agbinone,4.5,4.5,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,647,Rodney,4.5,4.5,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
F,648,Wheatley,4.5,4.5,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,649,Meghoma,4,4,Brentford,5,0.17,6,0.23,3,0.09,1,0.06,1,0.04,0,0,0,0,1,0.05,0,
D,650,Lacroix,4.5,4.5,Crystal Palace,82,2.68,74,1.54,67,2.08,69,1.75,66,2.23,64,2.36,63,1.57,61,5.915512125,0,
M,651,Mangala,5,5,Everton,58,1.92,57,1.84,55,1.79,54,1.8,53,1.75,52,1.61,50,1.67,52,5.985504,0,
M,652,Ugarte,5,5,Man Utd,38,1.2,50,1.43,49,1.58,50,1.47,50,1.48,50,1.63,47,1.46,47,5.438670063,0,
D,653,Morato,4.5,4.5,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,654,C.Soler,5,5,West Ham,51,2.01,35,1.63,37,1.42,36,1.54,38,1.59,38,1.82,41,1.61,39,6.260261625,0,
M,655,Forbs,5.5,5.5,Wolves,0,0,2,0.15,2,0.16,3,0.2,4,0.25,3,0.24,5,0.3,5,1.241855813,0,
M,656,Young,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,657,Kacurri,4,4,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,658,Heaven,4,4,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,659,Kabia,4.5,4.5,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G,660,Jaros,4,4,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,661,Yogane,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,10001,Josh Wilson-Esbrand,99.9,99.9,Man City,0,0,1,0.1,1,0.13,1,0.13,1,0.1,1,0.1,1,0.12,2,0.5765345,0,
G,10068,Mark Gillespie,99.9,99.9,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G,10076,Matthew Cox,99.9,99.9,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,10077,Paris Maghoma,99.9,99.9,Brentford,7,0.34,7,0.32,4,0.18,2,0.1,1,0.08,2,0.1,2,0.11,1,0.255585563,0,
M,10083,Daniel Gore,99.9,99.9,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,10098,Imari Samuels,99.9,99.9,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,10129,Zach Abbott,99.9,99.9,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G,10134,Louie Moulden,99.9,99.9,Crystal Palace,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,
D,10145,Morato,99.9,99.9,Nott'm Forest,16,0.56,17,0.41,19,0.66,23,0.78,21,0.74,21,0.63,22,0.46,24,2.711127,0,
F,10148,Carlos Forbs,99.9,99.9,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,10149,André,99.9,99.9,Wolves,83,2.13,79,2.25,78,1.96,76,2.02,76,2.24,76,2.43,75,2.02,75,7.9042605,0,
