Pos,ID,Name,BV,SV,Team,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts,Elite%
F,1,Balogun,4.4,4.4,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,2,Cédric,3.8,3.8,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,3,M.Elneny,4.4,4.4,Arsenal,1,0.06,1,0.06,2,0.08,2,0.15,2,0.08,3,0.10,2,0.07,3,0.12,0.00
M,4,Fábio Vieira,5.4,5.4,Arsenal,7,0.56,8,0.55,9,0.61,11,1.32,12,0.67,14,0.95,13,0.78,16,0.99,0.00
D,5,Gabriel,5.3,5.1,Arsenal,88,4.75,86,3.50,84,3.76,83,7.42,81,2.63,80,3.92,79,2.88,79,3.96,0.92
M,6,Havertz,7.2,7.2,Arsenal,77,5.61,74,4.16,71,4.26,68,7.75,68,3.53,67,4.39,68,3.60,66,3.96,0.00
D,7,Holding,4.3,4.3,Crystal Palace,0,0.00,0,0.00,0,0.00,6,0.34,19,0.53,34,0.95,28,0.88,25,0.72,0.00
F,8,G.Jesus,7.7,7.7,Arsenal,39,3.18,41,2.63,47,3.10,50,6.01,52,2.98,55,3.86,58,3.31,60,3.70,0.00
M,9,Jorginho,5.3,5.3,Arsenal,41,1.72,43,1.58,42,1.61,40,3.01,38,1.34,38,1.53,38,1.38,35,1.41,0.00
D,10,Kiwior,4.4,4.4,Arsenal,58,3.20,55,2.34,52,2.42,50,4.62,47,1.64,40,2.03,40,1.57,36,1.87,0.00
M,11,Marquinhos,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,12,Martinelli,7.6,7.6,Arsenal,68,5.44,67,4.19,68,4.46,69,8.45,67,3.75,65,4.64,62,3.60,62,4.05,0.01
F,13,Nketiah,5.1,5.1,Arsenal,7,0.65,8,0.61,8,0.65,11,1.51,11,0.72,11,0.86,10,0.72,11,0.81,0.00
M,14,Ødegaard,8.5,8.5,Arsenal,87,6.28,86,4.80,85,5.13,83,9.29,83,4.22,82,5.36,82,4.32,80,4.86,0.02
M,15,Thomas,4.8,4.8,Arsenal,13,0.61,15,0.62,17,0.74,18,1.52,21,0.80,23,1.02,23,0.88,25,1.05,0.00
M,16,Pepe,4.9,4.9,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,17,Ramsdale,4.5,4.5,Arsenal,1,0.07,2,0.10,4,0.16,4,0.30,6,0.22,6,0.26,8,0.30,8,0.37,0.00
G,18,Rúnarsson,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,19,Saka,9.0,8.8,Arsenal,75,6.71,82,5.38,81,5.79,80,10.56,80,4.77,76,6.02,76,4.75,75,5.42,0.87
D,20,Saliba,5.8,5.8,Arsenal,92,4.58,87,3.28,85,3.54,83,6.98,82,2.47,83,3.83,83,2.80,83,3.94,0.39
M,21,Sambi,4.9,4.9,Luton,0,0.00,0,0.00,0,0.00,12,0.43,29,0.89,63,1.87,75,2.03,73,2.12,0.00
M,22,Smith Rowe,5.3,5.3,Arsenal,6,0.54,7,0.54,8,0.64,10,1.36,10,0.65,12,0.88,12,0.75,12,0.82,0.00
D,23,Tavares,4.0,4.0,Nott'm Forest,5,0.19,12,0.31,19,0.85,23,0.78,20,0.52,19,0.84,22,0.77,20,0.83,0.00
D,24,Tierney,4.4,4.4,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,25,Tomiyasu,4.5,4.5,Arsenal,25,1.39,28,1.25,31,1.50,32,3.09,33,1.19,33,1.72,34,1.33,33,1.75,0.00
M,26,Trossard,6.5,6.5,Arsenal,49,4.05,48,3.22,45,3.12,43,5.71,42,2.56,42,3.19,42,2.61,41,2.88,0.00
D,27,Trusty,3.9,3.9,Sheffield Utd,49,0.37,54,0.92,60,1.26,59,3.08,57,0.88,59,1.75,70,1.43,47,0.79,0.00
G,28,Turner,3.8,3.8,Nott'm Forest,2,0.06,3,0.09,4,0.16,4,0.14,3,0.11,4,0.16,4,0.14,4,0.14,0.06
D,29,White,5.7,5.7,Arsenal,86,4.58,83,3.37,80,3.58,77,6.95,77,2.51,74,3.66,72,2.65,70,3.57,0.01
M,30,Xhaka,6.0,6.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,31,Zinchenko,5.0,5.0,Arsenal,25,1.48,27,1.31,27,1.42,29,2.96,30,1.23,32,1.84,32,1.43,34,1.96,0.00
D,32,Alex Moreno,5.2,5.2,Aston Villa,48,1.05,51,2.45,51,1.25,49,2.37,49,2.00,49,1.84,49,1.57,51,2.29,0.01
F,33,Archer,4.2,4.2,Sheffield Utd,23,1.01,31,1.46,35,1.67,35,3.56,34,1.57,34,1.77,35,1.51,35,1.68,0.01
M,34,Bailey,5.7,5.7,Aston Villa,82,2.98,73,4.29,69,2.66,68,4.21,69,3.70,69,3.45,66,3.19,64,3.30,0.01
M,35,Buendia,5.7,5.7,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,36,Cash,4.6,4.6,Aston Villa,0,0.00,0,0.00,0,0.00,23,1.04,33,1.27,39,1.38,39,1.17,40,1.71,0.01
D,37,Chambers,3.8,3.8,Aston Villa,10,0.19,8,0.28,9,0.20,10,0.37,7,0.24,8,0.23,7,0.19,8,0.29,0.00
M,38,Coutinho,5.8,5.8,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,39,Davis,4.9,4.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,40,Dendoncker,4.9,4.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,41,Diego Carlos,4.4,4.4,Aston Villa,76,1.09,72,2.68,72,1.25,62,2.24,58,1.78,58,1.60,58,1.31,57,1.97,0.00
D,42,Digne,4.6,4.6,Aston Villa,50,1.09,47,2.18,47,1.18,46,2.17,46,1.85,45,1.65,45,1.42,44,1.92,0.00
M,43,Douglas Luiz,5.7,5.7,Aston Villa,92,2.83,89,4.16,84,2.73,82,4.05,86,3.67,84,3.39,84,3.25,82,3.36,0.09
F,44,Duran,5.0,5.0,Aston Villa,16,0.80,10,0.72,7,0.42,9,0.69,8,0.59,9,0.62,9,0.57,11,0.67,0.00
D,45,Hause,3.9,3.9,Aston Villa,0,0.00,0,0.00,2,0.05,0,0.00,2,0.07,0,0.00,0,0.00,1,0.05,0.00
M,46,Iroegbunam,4.4,4.4,Aston Villa,44,1.45,19,0.92,17,0.71,18,0.89,19,0.90,18,0.81,19,0.84,20,0.91,0.00
M,47,Kamara,5.0,5.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,48,Konsa,4.5,4.5,Aston Villa,91,1.26,88,3.19,86,1.48,85,3.02,82,2.52,83,2.27,82,1.82,81,2.86,0.05
G,49,Martinez,5.3,5.3,Aston Villa,94,3.03,93,3.61,92,3.07,92,3.49,91,3.32,91,3.27,90,3.03,90,3.54,0.02
M,50,McGinn,5.3,5.3,Aston Villa,0,0.00,87,3.25,86,2.35,85,3.27,84,2.94,82,2.73,82,2.62,81,2.78,0.00
D,51,Mings,4.1,4.1,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,52,Nakamba,4.3,4.3,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,26,0.68,0.00
G,53,Olsen,3.9,3.9,Aston Villa,1,0.05,2,0.09,2,0.07,3,0.10,3,0.11,4,0.13,4,0.13,4,0.17,0.00
M,54,Philogene,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,55,J.Ramsey,5.9,5.9,Aston Villa,41,1.40,44,2.26,68,2.35,67,3.56,66,3.12,68,3.00,66,2.79,66,2.99,0.00
M,56,Sanson,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,57,Sinisalo,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,58,Tielemans,5.6,5.6,Aston Villa,85,2.46,76,3.20,74,2.29,74,3.23,73,2.89,72,2.69,74,2.64,73,2.79,0.00
M,59,Bertrand Traoré,5.0,5.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,60,Watkins,9.0,9.0,Aston Villa,66,2.53,78,4.88,85,3.33,83,5.47,83,4.83,83,4.45,81,4.20,82,4.36,0.78
F,61,Wesley,5.0,5.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,62,Anthony,4.9,4.9,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,63,Billing,5.1,5.1,Bournemouth,7,0.39,8,0.46,7,0.37,8,0.82,9,0.48,9,0.39,9,0.52,10,0.48,0.00
M,64,Brooks,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,65,Christie,5.0,5.0,Bournemouth,24,1.14,51,2.29,67,2.80,66,5.02,67,2.89,67,2.09,64,3.03,65,2.33,0.00
M,66,L.Cook,5.0,5.0,Bournemouth,85,2.81,77,2.56,74,2.35,75,4.41,72,2.38,73,1.88,73,2.52,71,2.01,0.00
M,67,Siriki,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,68,Fredericks,4.3,4.3,Bournemouth,0,0.00,0,0.00,0,0.00,1,0.04,2,0.05,3,0.06,2,0.08,3,0.08,0.00
D,69,Hill,4.0,4.0,Bournemouth,8,0.28,7,0.20,4,0.11,4,0.17,3,0.09,4,0.06,5,0.16,4,0.08,0.00
D,70,Kelly,4.5,4.5,Bournemouth,50,1.98,66,2.11,79,2.03,75,3.83,76,2.28,74,1.05,73,2.49,73,1.44,0.00
M,71,Kilkenny,4.3,4.3,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,72,Kluivert,4.6,4.6,Bournemouth,61,3.46,55,3.17,52,2.82,51,4.93,50,2.85,47,1.86,48,2.92,47,2.16,0.03
M,73,Lowe,4.9,4.9,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,74,Marcondes,4.3,4.3,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,75,Mepham,4.3,4.3,Bournemouth,60,2.17,38,1.19,18,0.46,15,0.76,15,0.46,14,0.23,16,0.55,15,0.31,0.00
F,76,Moore,4.6,4.6,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,77,Neto,4.7,4.7,Bournemouth,87,3.44,85,3.13,85,2.92,83,5.78,83,2.99,82,2.61,80,2.98,78,2.56,0.46
M,78,O.Dango,4.7,4.7,Bournemouth,24,1.55,25,1.60,21,1.34,21,2.40,22,1.42,21,0.99,20,1.39,21,1.12,0.00
M,79,Pearson,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,80,Randolph,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,81,Rothwell,4.8,4.8,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,82,Semenyo,4.5,4.5,Bournemouth,79,3.63,73,3.55,72,3.30,72,5.82,70,3.31,68,2.30,67,3.39,66,2.59,0.01
D,83,Senesi,4.5,4.5,Bournemouth,8,0.33,33,1.07,74,1.92,81,4.05,82,2.48,80,1.06,80,2.76,80,1.49,0.01
D,84,Smith,4.4,4.4,Bournemouth,75,2.87,61,2.00,58,1.60,56,3.00,53,1.70,55,0.85,55,1.95,53,1.11,0.01
F,85,Solanke,7.2,7.2,Bournemouth,91,5.31,88,5.39,85,4.95,83,8.25,81,4.91,81,3.13,81,5.25,80,3.78,0.82
M,86,Tavernier,5.4,5.4,Bournemouth,71,3.75,66,3.59,65,3.31,63,5.77,60,3.23,57,2.13,57,3.28,56,2.45,0.10
M,87,Hamed Traorè,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,88,Travers,4.0,4.0,Bournemouth,8,0.29,9,0.33,9,0.31,11,0.79,11,0.39,12,0.38,14,0.50,16,0.52,0.00
D,89,Zabarnyi,4.5,4.5,Bournemouth,91,3.13,88,2.49,84,1.95,83,3.81,81,2.22,82,0.99,80,2.48,81,1.37,0.61
D,90,Ajer,4.4,4.4,Brentford,85,2.39,80,1.77,72,3.01,59,1.64,59,1.44,61,1.80,59,1.31,60,1.57,0.00
G,91,Balcombe,3.9,3.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,92,Baptiste,4.3,4.3,Brentford,4,0.26,5,0.31,6,0.39,8,0.43,8,0.39,7,0.40,8,0.41,9,0.46,0.00
D,93,Bech,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,94,Bidstrup,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,95,Canós,5.0,5.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,96,Collins,4.5,4.5,Brentford,72,2.08,69,1.56,55,2.27,41,1.18,37,0.96,38,1.20,40,0.94,42,1.15,0.00
G,97,Cox,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,98,Damsgaard,4.8,4.8,Brentford,15,0.81,17,0.83,19,1.17,19,1.05,20,0.98,21,1.14,21,1.03,22,1.20,0.00
M,99,Dasilva,4.7,4.7,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,100,Dervişoğlu,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,101,Flekken,4.6,4.6,Brentford,94,3.34,92,3.13,92,3.78,91,3.27,91,3.14,91,3.30,90,3.04,90,3.10,0.06
D,102,Goode,3.9,3.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,103,Henry,4.3,4.3,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,104,Hickey,4.3,4.3,Brentford,21,0.65,33,0.82,68,2.94,78,2.29,78,2.00,78,2.41,76,1.78,77,2.10,0.00
M,105,Janelt,5.3,5.3,Brentford,73,2.32,70,2.03,69,2.48,65,2.07,63,1.86,64,2.05,64,1.93,60,1.92,0.00
M,106,Jensen,5.4,5.4,Brentford,51,2.09,50,1.83,50,2.27,47,1.92,46,1.70,44,1.81,46,1.74,46,1.90,0.00
M,107,Lewis-Potter,4.7,4.7,Brentford,35,1.97,31,1.57,26,1.71,24,1.41,26,1.30,23,1.34,25,1.36,23,1.41,0.00
M,108,Mbeumo,6.7,6.7,Brentford,64,3.74,77,3.61,75,5.11,74,4.27,75,3.53,73,4.16,72,3.66,71,4.18,0.01
D,109,Mee,4.8,4.8,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,110,Nørgaard,5.2,5.2,Brentford,73,2.31,82,2.31,75,2.68,75,2.33,78,2.20,78,2.41,77,2.21,77,2.35,0.00
M,111,Onyeka,4.9,4.9,Brentford,47,1.77,43,1.48,43,1.83,45,1.66,43,1.48,45,1.66,44,1.53,44,1.65,0.00
D,112,Pinnock,4.5,4.5,Brentford,0,0.00,0,0.00,36,1.57,85,2.50,84,2.15,83,2.59,83,1.92,82,2.24,0.00
G,113,Raya,5.0,5.0,Arsenal,94,4.35,93,3.80,91,3.90,91,7.93,89,3.33,89,3.95,87,3.46,87,4.03,0.16
D,114,Roerslev,4.4,4.4,Brentford,53,2.00,50,1.53,33,1.67,22,0.90,23,0.84,24,0.99,25,0.86,26,0.97,0.00
M,115,Schade,5.2,5.2,Brentford,0,0.00,0,0.00,3,0.21,8,0.51,13,0.65,10,0.60,10,0.55,10,0.59,0.00
G,116,Strakosha,3.9,3.9,Brentford,1,0.05,3,0.09,3,0.12,4,0.13,4,0.13,4,0.15,4,0.15,5,0.16,0.01
F,117,Toney,8.1,8.1,Brentford,90,5.30,87,4.22,86,5.86,85,4.97,82,3.85,82,4.76,81,4.16,80,4.80,0.12
M,118,Trevitt,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,119,Wissa,5.7,5.7,Brentford,46,2.37,38,1.78,36,2.18,35,1.91,40,1.81,36,1.94,39,1.91,35,1.94,0.00
M,120,Yarmoliuk,4.3,4.3,Brentford,21,0.97,21,0.92,23,1.14,24,1.08,25,1.04,25,1.10,25,1.07,26,1.15,0.00
D,121,Zanka,4.3,4.3,Brentford,85,2.39,80,1.73,72,3.00,60,1.67,60,1.45,59,1.75,56,1.23,58,1.51,0.00
M,122,Adingra,5.0,5.0,Brighton,76,3.57,73,2.80,67,3.34,61,2.30,62,2.81,58,2.85,58,5.44,53,2.68,0.00
M,123,Alzate,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,124,Ayari,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,125,Buonanotte,4.7,4.7,Brighton,64,2.80,59,2.21,51,2.47,44,1.68,45,2.00,45,2.09,43,3.85,40,1.90,0.00
M,126,Caicedo,4.5,4.5,Chelsea,85,2.40,82,2.60,76,2.25,69,1.69,61,1.62,77,4.40,76,4.20,75,2.27,0.00
F,127,Connolly,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,128,Dahoud,4.8,4.8,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,129,Dunk,5.2,5.2,Brighton,88,2.58,87,1.81,84,3.02,85,1.65,85,2.25,84,2.47,83,4.31,81,2.37,0.00
M,130,Enciso,5.0,5.0,Brighton,0,0.00,0,0.00,20,1.09,49,1.95,48,2.31,49,2.44,46,4.48,41,2.16,0.00
D,131,Estupiñan,4.9,4.9,Brighton,63,2.31,64,1.73,59,2.58,58,1.50,57,1.93,54,2.01,52,3.51,52,1.91,0.07
F,132,Ferguson,5.7,5.7,Brighton,49,2.62,46,2.07,41,2.34,36,1.59,37,1.98,36,2.01,35,3.80,34,1.96,0.00
M,133,Gilmour,4.8,4.8,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,2,0.07,31,0.94,67,3.89,72,2.15,0.00
M,134,Gross,6.4,6.4,Brighton,89,4.16,86,3.27,84,4.04,84,2.88,82,3.44,83,3.71,81,6.89,81,3.70,0.03
F,135,João Pedro,5.2,5.2,Brighton,15,0.92,33,1.56,61,3.63,65,2.84,63,3.45,66,3.90,62,6.95,61,3.74,0.00
D,136,Karbownik,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,137,Kozłowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,138,Lallana,4.9,4.9,Brighton,34,1.54,31,1.28,24,1.21,21,0.90,23,1.07,19,0.96,15,1.50,13,0.68,0.00
D,139,Lamptey,3.9,3.9,Brighton,63,2.22,59,1.56,57,2.40,56,1.43,54,1.77,51,1.87,47,3.10,48,1.71,0.01
M,140,March,6.1,6.1,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,141,McGill,3.9,3.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,142,Milner,4.8,4.8,Brighton,13,0.54,22,0.77,48,1.77,54,1.71,55,1.87,49,1.78,41,3.01,41,1.56,0.00
M,143,Mitoma,6.4,6.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,0.57,30,1.43,0.00
M,144,Moder,4.4,4.4,Brighton,31,1.34,33,1.25,24,1.11,22,0.86,22,0.97,20,0.91,14,1.33,11,0.54,0.00
G,145,Sanchez,4.5,4.5,Chelsea,0,0.00,0,0.00,4,0.15,9,0.28,10,0.36,10,0.72,12,0.89,12,0.47,0.00
M,146,Sarmiento,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,147,Scherpen,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,148,Steele,4.1,4.1,Brighton,37,1.35,38,1.31,38,1.49,40,1.37,41,1.47,37,1.36,39,2.78,41,1.50,0.00
F,149,Undav,5.5,5.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,150,Van Hecke,4.1,4.1,Brighton,89,2.46,84,1.67,82,2.79,81,1.51,81,2.04,79,2.22,78,3.88,76,2.10,0.03
D,151,Veltman,4.3,4.3,Brighton,31,1.03,32,0.82,31,1.19,31,0.75,32,0.97,27,0.91,23,1.41,23,0.78,0.00
G,152,Verbruggen,4.4,4.4,Brighton,58,2.07,57,1.88,57,2.16,54,1.77,54,1.86,58,2.05,56,3.84,54,1.89,0.00
D,153,Webster,4.2,4.2,Brighton,28,0.93,30,0.78,30,1.16,32,0.77,30,0.91,27,0.89,25,1.51,25,0.83,0.00
F,154,Welbeck,5.7,5.7,Brighton,63,3.28,58,2.52,51,2.89,47,1.99,47,2.46,46,2.52,46,4.80,43,2.42,0.00
F,155,Zeqiri,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,156,Agyei,4.2,4.2,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,157,Al-Dakhil,3.8,3.8,Burnley,4,0.13,6,0.18,16,0.46,18,0.60,17,0.31,19,0.49,17,0.26,19,0.64,0.00
M,158,Bastien,4.9,4.9,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,159,Benson,5.2,5.2,Burnley,8,0.54,7,0.45,8,0.51,9,0.57,10,0.51,10,0.59,11,0.54,10,0.59,0.00
D,160,Beyer,3.9,3.9,Burnley,0,0.00,0,0.00,0,0.00,33,0.99,63,0.87,75,1.61,75,0.77,75,2.24,0.00
M,161,Brownhill,4.7,4.7,Burnley,39,1.50,41,1.42,41,1.52,45,1.67,45,1.44,46,1.67,48,1.50,45,1.68,0.00
M,162,Churlinov,4.4,4.4,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,163,Cork,4.8,4.8,Burnley,1,0.05,1,0.05,1,0.04,1,0.04,1,0.06,1,0.05,2,0.08,2,0.10,0.00
M,164,Costelloe,4.5,4.5,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,165,Cullen,5.0,5.0,Burnley,82,2.39,79,2.14,78,2.22,77,2.25,77,1.97,75,2.12,75,1.88,74,2.21,0.00
D,166,Egan-Riley,3.9,3.9,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,167,Ekdal,3.9,3.9,Burnley,11,0.34,14,0.39,17,0.50,12,0.39,6,0.12,5,0.12,4,0.09,5,0.16,0.00
F,168,Foster,4.7,4.7,Burnley,60,2.77,54,2.23,56,2.60,54,2.51,54,2.19,55,2.56,54,2.15,53,2.50,0.00
G,169,Franchi,3.9,3.9,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,170,Gudmundsson,4.8,4.8,Burnley,30,1.52,21,1.02,22,1.15,23,1.21,24,1.11,26,1.28,24,1.07,25,1.28,0.00
D,171,McNally,4.0,4.0,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,172,Muric,4.3,4.3,Burnley,92,3.32,92,3.12,90,3.08,89,3.30,89,2.89,88,2.94,88,2.79,86,3.18,0.00
D,173,O'Shea,4.4,4.4,Burnley,91,2.57,88,1.98,84,1.99,68,2.01,54,0.75,48,1.08,48,0.50,50,1.49,0.00
F,174,Obafemi,4.9,4.9,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,175,Peacock-Farrell,4.0,4.0,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,176,Roberts,4.3,4.3,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,177,Rodriguez,5.3,5.3,Burnley,3,0.25,3,0.21,4,0.33,4,0.32,5,0.36,5,0.38,5,0.35,4,0.34,0.00
D,178,Taylor,3.9,3.9,Burnley,80,2.38,74,1.73,69,1.68,67,2.01,65,0.91,61,1.35,63,0.68,62,1.88,0.25
D,179,Thomas,4.0,4.0,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,180,Twine,4.9,4.9,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,181,Vigouroux,3.9,3.9,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,182,Vitinho,4.4,4.4,Burnley,88,2.88,48,1.34,46,1.36,48,1.69,49,0.89,47,1.29,48,0.71,45,1.61,0.00
F,183,Weghorst,5.5,5.5,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
