Pos,ID,Name,BV,SV,Team,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts,Elite%
D,507,Perišić,4.7,4.7,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,508,Reguilón,4.4,4.4,Brentford,0,0.00,81,2.84,79,1.99,74,4.05,71,2.77,70,2.35,70,2.76,72,2.14,70,2.43,0.80
M,509,Richarlison,6.9,6.9,Spurs,71,6.16,69,4.59,68,5.41,68,4.31,68,3.77,68,3.63,66,3.33,66,8.92,65,5.12,0.03
D,510,Rodon,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,511,Romero,5.1,5.1,Spurs,91,3.80,86,2.48,85,3.39,84,1.96,81,1.76,81,1.82,81,1.19,81,5.01,79,3.19,0.00
D,512,Sánchez,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,513,Sarr,4.4,4.4,Spurs,58,2.79,58,2.29,56,2.55,55,2.11,53,1.91,56,1.95,53,1.81,54,4.33,56,2.50,0.00
D,514,Sessegnon,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,515,Skipp,4.5,4.5,Spurs,3,0.17,4,0.21,6,0.30,6,0.27,7,0.30,8,0.31,7,0.30,8,0.69,9,0.37,0.00
M,516,Son,10.1,9.8,Spurs,89,7.57,89,5.74,86,6.64,85,5.26,85,4.68,83,4.41,85,4.25,84,10.99,83,6.33,0.99
D,517,Spence,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,518,Tanganga,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,519,Udogie,5.0,5.0,Spurs,87,4.46,83,2.94,80,3.91,77,2.31,78,2.10,77,2.14,76,1.49,75,5.73,76,3.72,0.11
G,520,Vicario,5.3,5.3,Spurs,94,3.82,93,3.35,92,3.73,93,3.19,92,3.08,91,3.12,91,2.98,91,6.78,91,3.72,0.00
G,521,Whiteman,3.9,3.9,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,522,N.Aguerd,4.4,4.4,West Ham,71,1.65,68,1.70,68,2.12,67,2.30,67,2.25,67,1.42,66,1.42,66,2.76,65,0.78,0.00
F,523,Antonio,5.7,5.7,West Ham,50,2.36,49,2.55,47,2.27,47,2.55,47,2.28,48,2.16,46,2.01,45,2.77,48,1.74,0.00
G,524,Areola,4.3,4.2,West Ham,94,3.19,94,3.18,93,3.41,92,3.48,91,3.50,91,3.04,91,3.08,91,3.71,91,2.94,0.36
M,525,Benrahma,5.6,5.6,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,526,Bowen,8.0,8.0,West Ham,86,3.87,82,4.17,82,3.87,79,4.29,78,3.75,78,3.38,79,3.28,77,4.89,78,2.61,0.92
M,527,Cornet,5.2,5.2,West Ham,5,0.26,11,0.62,10,0.53,16,0.98,18,1.00,19,1.00,21,1.05,20,1.34,24,1.03,0.00
D,528,Coufal,4.6,4.6,West Ham,81,1.81,78,1.87,79,2.38,77,2.57,75,2.43,75,1.52,73,1.52,74,3.04,72,0.85,0.08
M,529,Coventry,4.3,4.3,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,530,Cresswell,4.2,4.2,West Ham,29,0.85,15,0.50,13,0.48,15,0.62,17,0.64,15,0.45,16,0.49,17,0.79,21,0.44,0.03
M,531,Downes,5.0,5.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,532,Emerson,4.4,4.4,West Ham,63,1.56,83,2.16,81,2.64,79,2.84,79,2.73,79,1.77,79,1.77,77,3.40,76,0.95,0.00
G,533,Fabianski,4.2,4.2,West Ham,1,0.04,1,0.05,2,0.09,3,0.12,4,0.14,4,0.12,4,0.15,4,0.15,4,0.14,0.00
M,534,P.Fornals,4.6,4.6,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,535,Ings,5.6,5.6,West Ham,13,0.73,14,0.87,11,0.69,12,0.78,13,0.77,12,0.70,12,0.67,14,1.03,15,0.73,0.00
D,536,Johnson,4.4,4.4,West Ham,23,0.61,25,0.69,22,0.72,23,0.81,24,0.84,25,0.62,25,0.63,25,1.08,28,0.45,0.00
D,537,Kehrer,4.2,4.2,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,538,Mubama,4.1,4.1,West Ham,1,0.10,3,0.20,3,0.20,3,0.20,4,0.25,3,0.20,4,0.23,4,0.26,5,0.27,0.00
M,539,L.Paquetá,6.0,6.0,West Ham,86,3.52,82,3.80,81,3.51,80,4.03,79,3.50,79,3.21,77,3.00,79,4.57,77,2.45,0.03
M,540,Rice,5.5,5.5,Arsenal,81,2.31,83,3.58,83,2.82,80,3.04,76,2.76,76,2.53,77,3.06,75,5.29,74,2.86,0.00
F,541,Scamacca,6.0,6.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,542,Souček,4.9,4.9,West Ham,88,2.70,87,2.83,79,2.53,79,2.73,78,2.54,79,2.35,79,2.31,78,3.02,81,2.04,0.00
M,543,Vlašić,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,544,Zouma,4.5,4.5,West Ham,40,1.04,42,1.14,42,1.41,43,1.56,42,1.51,45,1.04,45,1.05,44,1.93,46,0.64,0.01
D,545,Aït-Nouri,4.5,4.5,Wolves,80,2.16,75,3.08,76,3.23,73,2.77,73,1.92,72,3.55,70,1.05,71,6.23,70,1.26,0.00
G,546,Bentley,3.9,3.9,Wolves,2,0.05,2,0.06,2,0.09,4,0.13,3,0.11,4,0.17,5,0.17,5,0.34,5,0.16,0.00
D,547,Bolla,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,548,H.Bueno,4.4,4.4,Wolves,9,0.32,9,0.40,8,0.35,9,0.37,8,0.29,8,0.40,8,0.22,7,0.61,7,0.21,0.00
M,549,Chiquinho,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,550,Cundle,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,551,Dawson,4.5,4.5,Wolves,69,1.48,80,2.66,88,3.03,86,2.62,83,1.71,85,3.38,84,0.85,85,5.89,85,1.06,0.00
F,552,Fábio Silva,5.2,5.2,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,553,Giles,4.2,4.2,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,554,Guedes,5.4,5.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,555,Hodge,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,556,Hoever,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,557,Hee Chan,5.5,5.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,35,1.56,50,3.32,77,2.66,78,8.83,78,3.01,0.00
F,558,Raúl,5.0,5.0,Fulham,12,0.87,15,0.92,16,1.07,16,0.96,18,1.03,18,1.23,18,1.14,20,1.01,20,1.31,0.00
M,559,João Gomes,4.9,4.9,Wolves,85,2.25,82,2.40,81,2.40,80,2.26,77,1.96,75,2.42,77,1.79,76,4.50,74,1.81,0.00
D,560,J.Otto,4.3,4.3,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,561,Jordão,4.3,4.3,Wolves,1,0.08,2,0.15,4,0.22,4,0.22,4,0.22,3,0.22,8,0.33,3,0.30,3,0.14,0.00
F,562,Kalajdžić,4.9,4.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,563,Kilman,4.5,4.5,Wolves,90,1.91,87,2.86,85,2.96,84,2.60,82,1.72,82,3.29,82,0.87,81,5.75,80,1.04,0.00
G,564,King,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,565,Mario Jr.,4.9,4.9,Wolves,87,2.42,83,2.60,77,2.45,66,2.01,63,1.67,79,2.69,80,1.86,78,4.85,80,1.94,0.00
M,566,Matheus N.,4.7,4.7,Man City,17,0.84,20,1.05,22,1.14,21,1.28,21,1.02,21,1.13,22,1.22,22,2.19,24,1.33,0.00
M,567,Neto,5.7,5.7,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,25,2.65,42,1.63,0.00
M,568,Podence,5.3,5.3,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,569,José Sá,5.0,5.0,Wolves,93,3.12,93,3.50,93,3.56,91,3.38,91,3.00,91,3.66,90,2.90,90,6.97,90,2.90,0.00
M,570,Sarabia,4.7,4.7,Wolves,85,3.91,81,4.35,79,4.39,77,3.83,75,3.05,73,4.50,70,2.46,63,6.91,57,2.28,0.00
G,571,Šarkić,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,572,N.Semedo,4.5,4.5,Wolves,89,1.84,85,2.81,84,2.92,82,2.53,81,1.68,82,3.30,80,0.86,79,5.64,78,1.05,0.00
D,573,Toti,4.4,4.4,Wolves,67,1.55,60,2.14,57,2.12,61,2.04,56,1.31,59,2.49,58,0.74,57,4.31,57,0.87,0.00
M,574,Boubacar Traore,4.3,4.3,Wolves,13,0.45,15,0.55,17,0.64,19,0.67,21,0.67,16,0.60,29,0.84,14,1.07,14,0.46,0.00
D,575,Lockyer,4.2,4.2,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,576,Robinson,4.3,4.3,Sheffield Utd,72,1.63,70,0.44,71,1.36,71,1.53,70,3.39,68,0.97,68,2.00,74,1.56,66,1.09,0.00
D,577,Ogbonna,4.3,4.3,West Ham,3,0.09,6,0.18,5,0.19,6,0.22,8,0.28,7,0.19,8,0.20,9,0.37,11,0.18,0.00
M,578,Nelson,4.8,4.8,Arsenal,6,0.32,8,0.62,9,0.52,9,0.60,9,0.56,10,0.56,11,0.75,11,1.25,11,0.67,0.00
G,579,Lonergan,3.9,3.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,580,Karius,3.9,3.9,Newcastle,0,0.00,3,0.10,3,0.10,4,0.14,4,0.12,4,0.16,2,0.07,0,0.00,0,0.00,0.00
D,581,Dummett,3.9,3.9,Newcastle,1,0.06,1,0.06,0,0.00,0,0.00,1,0.04,1,0.06,2,0.07,1,0.09,1,0.05,0.00
M,582,Mpanzu,4.7,4.7,Luton,17,0.55,27,0.80,25,0.93,34,1.08,26,1.04,23,0.87,20,0.80,17,0.68,15,0.61,0.00
M,583,Solomon,5.1,5.1,Spurs,0,0.00,1,0.11,3,0.28,4,0.34,6,0.36,6,0.40,6,0.40,7,0.98,7,0.55,0.00
D,584,Pau,4.6,4.6,Aston Villa,89,3.46,86,1.30,85,3.33,83,1.32,84,2.87,82,2.38,81,2.04,80,1.71,81,2.73,0.17
D,585,J.Timber,4.6,4.6,Arsenal,23,0.61,32,1.79,36,1.46,52,2.33,50,2.33,51,1.75,52,2.55,50,4.11,51,2.64,0.00
M,586,Chong,4.7,4.7,Luton,63,2.34,63,2.02,55,2.49,51,1.69,44,2.14,41,1.75,40,1.81,39,1.66,40,1.86,0.00
M,587,Slimane,4.7,4.7,Sheffield Utd,5,0.26,7,0.31,9,0.42,11,0.48,11,1.01,10,0.46,11,0.52,15,0.62,12,0.54,0.00
D,588,Young,4.4,4.4,Everton,34,1.21,36,1.15,36,1.86,36,1.08,38,2.92,37,1.73,39,1.64,39,2.14,38,0.93,0.00
M,589,Ângelo,5.0,5.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,590,Cunha,5.5,5.5,Wolves,68,3.16,80,4.27,85,4.57,85,4.08,82,3.15,81,4.80,81,2.59,78,7.91,78,2.82,0.00
M,591,Willian,5.3,5.3,Fulham,54,3.29,56,2.86,55,3.10,56,2.78,54,2.52,54,3.16,54,2.83,56,2.31,55,3.14,0.00
D,592,Larouci,4.3,4.3,Sheffield Utd,31,1.06,33,0.57,34,1.00,36,1.12,36,2.40,36,0.86,36,1.38,42,1.24,35,0.93,0.00
F,593,T.Bénie,5.1,5.1,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,594,Amdouni,5.3,5.3,Burnley,67,2.70,41,2.19,42,1.83,42,2.09,44,2.28,45,1.97,43,2.18,44,1.90,43,2.28,0.00
D,595,Kerkez,4.4,4.4,Bournemouth,47,1.83,41,1.80,32,1.24,17,0.62,17,0.52,18,0.68,19,0.45,19,1.54,19,0.55,0.02
G,596,Trafford,4.5,4.5,Burnley,94,3.05,92,3.36,91,3.10,91,3.13,91,3.50,90,2.92,90,3.04,90,2.85,90,3.42,0.02
G,597,Onana,4.8,4.8,Man Utd,94,3.53,92,3.11,92,3.02,92,3.21,91,3.92,91,3.82,90,3.47,91,6.31,92,3.21,0.00
D,598,Doherty,4.3,4.3,Wolves,47,1.42,46,1.97,42,1.90,42,1.68,40,1.16,37,1.94,36,0.68,34,3.16,33,0.73,0.00
M,599,Diaby,6.3,6.3,Aston Villa,44,2.82,39,1.62,27,1.92,23,1.11,24,1.67,24,1.49,24,1.39,26,1.43,26,1.55,0.00
M,600,Redmond,4.7,4.7,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,601,Danjuma,5.2,5.2,Everton,8,0.52,13,0.84,20,1.56,23,1.31,26,3.37,26,1.90,25,1.77,27,2.17,26,1.26,0.00
D,602,Kaboré,4.0,4.0,Luton,77,1.08,71,0.79,68,1.92,0,0.00,57,1.93,58,1.54,53,1.71,54,1.33,51,1.54,0.02
M,603,Barnes,6.2,6.2,Newcastle,13,0.90,18,1.19,25,1.47,41,2.54,43,2.42,42,3.28,43,2.70,38,4.51,36,2.21,0.00
D,604,Aina,4.5,4.5,Nott'm Forest,10,0.43,25,0.93,44,0.90,52,2.06,55,1.71,52,1.03,50,2.07,51,1.52,51,1.92,0.00
M,605,Koleosho,4.8,4.8,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,12,0.64,0.00
D,606,Igor,4.3,4.3,Brighton,32,0.65,31,1.04,32,0.85,34,1.27,32,0.73,33,1.95,35,1.14,34,0.90,32,1.07,0.00
G,607,Radu,4.3,4.3,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,1,0.05,1,0.04,1,0.10,2,0.06,0.00
M,608,Bruun Larsen,4.8,4.8,Burnley,56,2.41,45,2.50,43,1.97,45,2.30,45,2.48,45,2.05,44,2.29,46,2.00,42,2.32,0.00
M,609,Maatsen,5.1,5.1,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,610,Bassey,4.4,4.4,Fulham,89,3.24,87,2.71,84,2.29,83,2.24,82,1.58,81,3.07,81,2.35,80,1.33,79,2.46,0.00
D,611,Disasi,4.9,4.9,Chelsea,85,4.03,82,2.87,78,3.45,75,3.10,74,2.17,73,4.08,71,2.86,72,4.04,71,2.72,0.00
M,613,Ugochukwu,4.4,4.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,614,Kaminski,4.5,4.5,Luton,94,2.99,92,2.96,92,3.20,92,2.99,92,3.35,91,3.13,90,3.28,90,3.03,90,3.15,0.13
M,615,Matheus França,4.8,4.8,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,616,Gvardiol,4.8,4.8,Man City,64,2.47,60,2.80,61,3.06,60,3.46,61,2.55,61,2.99,59,3.25,59,4.70,59,3.11,0.00
F,617,Højlund,7.0,7.0,Man Utd,85,4.25,80,3.44,76,3.49,74,3.72,71,4.56,70,4.33,71,3.52,71,6.85,71,3.34,0.00
M,618,Kellyman,4.5,4.5,Aston Villa,2,0.10,2,0.10,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,619,Greenwood,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,620,Olakigbe,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,621,Hinshelwood,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.16,7,0.27,18,0.68,31,1.18,0.00
D,622,Dodgson,4.0,4.0,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,623,Burstow,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,624,Dobbin,4.5,4.5,Everton,2,0.18,3,0.21,4,0.28,3,0.24,3,0.43,4,0.30,4,0.29,4,0.32,4,0.24,0.00
D,625,De Fougerolles,3.9,3.9,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,626,Quansah,4.0,4.0,Liverpool,41,1.60,33,1.68,30,0.97,15,0.62,15,0.99,15,0.51,14,0.46,14,0.43,13,0.50,0.00
M,627,Clark,4.4,4.4,Liverpool,0,0.00,1,0.11,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,628,Doak,4.3,4.3,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,629,McConnell,4.4,4.4,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,630,Barkley,5.0,5.0,Luton,89,2.92,86,2.43,83,3.41,80,2.23,80,3.40,78,2.79,78,3.00,76,2.69,75,3.02,0.08
F,631,Brown,4.9,4.9,Luton,7,0.33,17,0.64,23,1.16,42,1.42,37,1.93,35,1.56,32,1.57,31,1.43,31,1.59,0.00
M,632,Forson,4.4,4.4,Man Utd,4,0.18,8,0.35,9,0.38,12,0.55,13,0.65,13,0.64,12,0.54,13,1.09,12,0.53,0.00
D,633,Livramento,4.1,4.1,Newcastle,56,2.21,60,2.41,55,1.68,46,1.38,46,1.71,45,2.29,47,1.85,47,3.00,48,1.68,0.00
D,634,A.Murphy,3.9,3.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,635,Miley,4.5,4.5,Newcastle,35,1.60,36,1.62,42,1.70,45,1.88,42,1.73,42,2.07,37,1.65,29,2.52,25,1.13,0.00
G,636,G.Shelvey,3.9,3.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,637,Powell,3.9,3.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,638,Vini Souza,5.0,5.0,Sheffield Utd,82,2.08,79,1.78,79,1.92,77,1.92,75,3.85,74,1.76,71,1.92,74,1.80,74,1.80,0.00
D,639,Van de Ven,4.4,4.4,Spurs,25,1.02,39,1.15,61,2.43,77,1.82,79,1.73,80,1.86,78,1.21,78,4.84,78,3.07,0.00
F,640,Scarlett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,641,Veliz,5.4,5.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,642,Álvarez,5.0,5.0,West Ham,0,0.00,0,0.00,78,2.15,75,2.21,74,2.10,76,1.96,74,1.90,74,2.38,80,1.79,0.00
D,643,Aarons,4.4,4.4,Bournemouth,14,0.53,21,0.92,32,1.15,44,1.49,44,1.11,45,1.56,44,0.76,45,3.31,45,1.04,0.00
M,644,Scott,4.9,4.9,Bournemouth,30,1.34,32,1.43,31,1.39,34,1.47,35,1.38,35,1.50,34,1.20,34,2.94,34,1.28,0.00
F,645,Y. Chermiti,4.8,4.8,Everton,0,0.00,0,0.00,2,0.14,1,0.09,1,0.22,1,0.13,2,0.14,2,0.16,2,0.12,0.00
G,646,Hein,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,647,Anang,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,648,Francis-Clarke,4.0,4.0,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,649,Cannon,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,650,Onyango,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,651,Stansfield,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,652,Dibley-Dias,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,653,Seriki,3.9,3.9,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,654,Marsh,4.5,4.5,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,655,Brooks,4.4,4.4,Sheffield Utd,12,0.51,12,0.47,14,0.55,14,0.56,16,1.26,14,0.56,17,0.72,16,0.64,16,0.66,0.00
F,656,Hackford,4.4,4.4,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,657,Rak-Sakyi,4.5,4.5,Crystal Palace,2,0.12,4,0.22,6,0.30,10,0.44,8,0.83,5,0.27,5,0.30,5,0.27,5,0.29,0.00
F,658,Gordon,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,659,Bergström,3.9,3.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,660,Odobert,5.0,5.0,Burnley,81,2.86,75,3.41,74,2.76,74,3.06,71,3.21,71,2.65,69,2.94,68,2.48,69,3.15,0.00
M,661,Harrison,5.5,5.5,Everton,87,3.59,82,3.21,79,3.99,79,2.87,78,6.67,78,3.74,77,3.52,75,3.98,77,2.45,0.00
M,662,Adama,4.9,4.9,Fulham,16,1.04,19,1.09,19,1.16,21,1.16,23,1.18,24,1.44,22,1.23,24,1.11,24,1.41,0.00
M,663,Hamer,4.9,4.9,Sheffield Utd,82,2.52,78,1.97,73,2.12,65,1.95,63,3.89,75,2.08,74,2.38,73,2.06,73,2.16,0.00
M,664,Ward-Prowse,5.9,5.9,West Ham,82,3.00,79,3.23,70,2.71,68,3.00,70,2.79,69,2.53,71,2.52,70,3.52,77,2.28,0.00
G,665,Krul,4.4,4.4,Luton,0,0.00,3,0.09,3,0.10,3,0.10,3,0.12,4,0.13,5,0.17,5,0.18,5,0.17,0.00
M,666,T.Davies,5.0,5.0,Sheffield Utd,36,1.32,39,1.21,41,1.37,41,1.40,41,2.88,38,1.25,39,1.42,42,1.37,38,1.30,0.00
M,667,Lavia,4.9,4.9,Chelsea,2,0.08,5,0.18,10,0.38,15,0.58,13,0.48,13,0.90,12,0.47,12,0.83,12,0.47,0.00
M,668,Endo,5.4,5.4,Liverpool,64,2.30,55,2.35,53,1.79,48,1.85,45,3.11,47,1.64,44,1.61,45,1.55,43,1.69,0.00
G,669,Vítek,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,670,Marschall,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,671,Humphreys,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,672,Zaniolo,5.4,5.4,Aston Villa,35,2.07,31,1.26,19,1.24,14,0.60,15,0.96,15,0.90,16,0.88,16,0.87,14,0.81,0.00
M,673,Adams,4.9,4.9,Bournemouth,27,0.83,32,0.99,37,1.11,40,1.14,39,1.06,40,1.15,39,0.98,41,2.34,43,1.11,0.00
D,674,Delcroix,4.0,4.0,Burnley,10,0.19,14,0.44,15,0.41,15,0.41,15,0.50,17,0.38,16,0.43,18,0.33,17,0.57,0.00
M,675,A.Ramsey,5.0,5.0,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,676,Mavropanos,4.5,4.5,West Ham,79,1.92,76,2.02,75,2.46,74,2.67,72,2.54,71,1.58,72,1.61,70,3.09,69,0.85,0.00
F,677,Deivid,4.5,4.5,Chelsea,0,0.00,2,0.15,2,0.23,2,0.15,0,0.00,1,0.14,2,0.15,1,0.20,1,0.12,0.00
M,678,Doku,6.4,6.4,Man City,55,2.78,56,3.31,55,3.22,52,3.81,51,2.80,52,3.13,51,3.36,51,5.69,50,3.23,0.00
