Pos,ID,Name,BV,SV,Team,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts,Elite%
M,600,Redmond,4.7,4.7,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,601,Danjuma,5.2,5.2,Everton,8,0.53,13,0.85,20,1.53,23,1.33,25,3.31,26,1.88,26,1.79,28,2.23,27,1.28,0.00
D,602,Kaboré,4.0,4.0,Luton,72,1.04,69,0.91,64,1.86,0,0.00,59,1.93,56,1.48,55,1.77,54,1.29,54,1.60,0.02
M,603,Barnes,6.2,6.2,Newcastle,33,2.18,40,2.52,42,2.35,44,2.65,46,2.55,44,3.37,44,2.77,38,4.54,36,2.16,0.00
D,604,Aina,4.5,4.5,Nott'm Forest,29,1.26,54,1.98,55,1.14,52,2.07,52,1.62,53,1.07,51,2.09,53,1.58,51,1.90,0.00
M,605,Koleosho,4.8,4.8,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,14,0.74,0.00
D,606,Igor,4.3,4.3,Brighton,29,0.61,30,0.93,35,0.92,33,1.27,32,0.74,35,2.10,34,1.13,34,0.90,32,1.09,0.00
G,607,Radu,4.3,4.3,Bournemouth,0,0.00,0,0.00,0,0.00,1,0.04,2,0.06,1,0.05,1,0.04,2,0.13,2,0.05,0.00
M,608,Bruun Larsen,4.8,4.8,Burnley,55,2.39,43,2.37,46,2.07,45,2.33,42,2.35,47,2.12,43,2.29,42,1.88,42,2.32,0.00
M,609,Maatsen,5.1,5.1,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,610,Bassey,4.4,4.4,Fulham,89,3.23,88,2.73,84,2.31,82,2.20,82,1.60,81,3.08,80,2.27,81,1.38,79,2.46,0.00
D,611,Disasi,4.9,4.9,Chelsea,85,4.04,82,2.73,77,3.40,74,3.06,74,2.20,73,4.03,72,2.88,73,4.02,72,2.74,0.00
M,613,Ugochukwu,4.4,4.4,Chelsea,2,0.10,4,0.17,5,0.24,9,0.39,10,0.38,7,0.62,8,0.34,8,0.66,9,0.39,0.00
G,614,Kaminski,4.5,4.5,Luton,93,2.98,93,2.99,93,3.21,92,2.98,91,3.31,91,3.12,91,3.30,90,3.05,90,3.13,0.13
M,615,Matheus França,4.8,4.8,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,616,Gvardiol,4.8,4.8,Man City,61,2.30,61,2.93,60,3.02,60,3.40,59,2.41,60,2.96,62,3.34,59,4.74,59,3.09,0.00
F,617,Højlund,7.0,7.0,Man Utd,84,4.16,80,3.48,76,3.46,75,3.72,72,4.58,72,4.37,71,3.48,72,6.88,72,3.32,0.00
M,618,Kellyman,4.5,4.5,Aston Villa,0,0.00,1,0.07,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.06,1,0.07,0.00
D,619,Greenwood,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,620,Olakigbe,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,621,Hinshelwood,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.12,8,0.34,19,0.72,31,1.21,0.00
D,622,Dodgson,4.0,4.0,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,623,Burstow,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,624,Dobbin,4.5,4.5,Everton,3,0.20,3,0.24,4,0.28,3,0.19,3,0.42,3,0.27,3,0.25,4,0.32,5,0.27,0.00
D,625,De Fougerolles,3.9,3.9,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,626,Quansah,4.0,4.0,Liverpool,45,1.73,35,1.78,28,0.93,15,0.63,14,0.93,15,0.49,16,0.50,15,0.44,12,0.46,0.00
M,627,Clark,4.4,4.4,Liverpool,0,0.00,1,0.10,1,0.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,628,Doak,4.3,4.3,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,629,McConnell,4.4,4.4,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,630,Barkley,5.0,5.0,Luton,89,2.94,86,2.52,81,3.36,79,2.20,79,3.34,78,2.77,76,2.93,77,2.69,76,3.06,0.08
F,631,Brown,4.9,4.9,Luton,8,0.35,19,0.73,23,1.19,42,1.44,35,1.84,33,1.50,31,1.51,33,1.48,31,1.59,0.00
M,632,Forson,4.4,4.4,Man Utd,11,0.51,11,0.46,12,0.53,12,0.53,13,0.65,12,0.58,13,0.57,12,1.03,12,0.51,0.00
D,633,Livramento,4.1,4.1,Newcastle,49,1.87,51,2.04,48,1.47,44,1.32,44,1.63,46,2.32,46,1.82,47,2.95,48,1.63,0.00
D,634,A.Murphy,3.9,3.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,635,Miley,4.5,4.5,Newcastle,33,1.50,35,1.56,41,1.65,43,1.79,45,1.82,42,2.10,34,1.53,29,2.56,22,1.03,0.00
G,636,G.Shelvey,3.9,3.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,637,Powell,3.9,3.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,638,Vini Souza,5.0,5.0,Sheffield Utd,83,2.09,81,1.83,78,1.92,77,1.91,75,3.87,74,1.78,74,1.97,73,1.79,73,1.79,0.00
D,639,Van de Ven,4.4,4.4,Spurs,43,1.79,58,1.69,78,3.08,82,1.94,80,1.73,79,1.85,79,1.24,78,4.90,79,3.10,0.00
F,640,Scarlett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,641,Veliz,5.4,5.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,642,Álvarez,5.0,5.0,West Ham,0,0.00,0,0.00,76,2.12,75,2.22,74,2.10,74,1.93,73,1.88,72,2.32,78,1.78,0.00
D,643,Aarons,4.4,4.4,Bournemouth,14,0.56,20,0.88,30,1.11,46,1.56,46,1.15,45,1.54,46,0.78,45,3.31,46,1.05,0.00
M,644,Scott,4.9,4.9,Bournemouth,31,1.35,32,1.43,31,1.40,33,1.46,34,1.38,33,1.43,35,1.23,35,2.96,32,1.25,0.00
F,645,Y. Chermiti,4.8,4.8,Everton,0,0.00,1,0.10,0,0.00,1,0.10,2,0.24,2,0.15,2,0.15,2,0.18,2,0.13,0.00
G,646,Hein,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,647,Anang,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,648,Francis-Clarke,4.0,4.0,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,649,Cannon,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,650,Onyango,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,651,Stansfield,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,652,Dibley-Dias,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,653,Seriki,3.9,3.9,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,654,Marsh,4.5,4.5,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,655,Brooks,4.4,4.4,Sheffield Utd,11,0.48,12,0.47,12,0.48,14,0.57,16,1.33,15,0.59,15,0.63,15,0.62,16,0.68,0.00
F,656,Hackford,4.4,4.4,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,657,Rak-Sakyi,4.5,4.5,Crystal Palace,2,0.13,4,0.23,7,0.32,10,0.47,7,0.81,5,0.30,5,0.31,4,0.25,4,0.23,0.00
F,658,Gordon,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,659,Bergström,3.9,3.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,660,Odobert,5.0,5.0,Burnley,80,2.85,76,3.40,72,2.71,73,3.02,72,3.26,71,2.68,72,3.04,72,2.59,70,3.19,0.00
M,661,Harrison,5.5,5.5,Everton,86,3.57,82,3.22,79,3.96,79,2.87,77,6.57,78,3.71,78,3.51,76,4.04,77,2.43,0.00
M,662,Adama,4.9,4.9,Fulham,17,1.11,19,1.04,21,1.27,22,1.18,23,1.18,23,1.42,23,1.29,25,1.14,25,1.48,0.00
M,663,Hamer,4.9,4.9,Sheffield Utd,82,2.54,78,1.99,74,2.15,65,1.92,65,4.04,74,2.07,74,2.40,73,2.06,72,2.13,0.00
M,664,Ward-Prowse,5.9,5.9,West Ham,79,2.97,81,3.29,69,2.71,70,3.07,70,2.81,69,2.60,69,2.48,68,3.44,77,2.29,0.00
G,665,Krul,4.4,4.4,Luton,2,0.05,2,0.05,2,0.08,3,0.10,3,0.13,4,0.12,4,0.14,4,0.15,5,0.17,0.00
M,666,T.Davies,5.0,5.0,Sheffield Utd,37,1.34,38,1.20,40,1.35,41,1.38,40,2.84,40,1.30,39,1.42,41,1.34,40,1.35,0.00
M,667,Lavia,4.9,4.9,Chelsea,2,0.09,4,0.16,7,0.27,11,0.41,11,0.38,11,0.76,9,0.37,10,0.72,11,0.43,0.00
M,668,Endo,5.4,5.4,Liverpool,65,2.36,57,2.35,54,1.80,46,1.79,45,3.10,46,1.61,45,1.64,46,1.56,44,1.71,0.00
G,669,Vítek,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,670,Marschall,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,671,Humphreys,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,672,Zaniolo,5.4,5.4,Aston Villa,29,1.74,29,1.17,16,1.00,15,0.64,15,0.93,15,0.86,15,0.80,16,0.84,17,0.98,0.00
M,673,Adams,4.9,4.9,Bournemouth,26,0.80,31,0.96,37,1.10,39,1.13,39,1.05,39,1.11,38,0.96,39,2.26,39,1.04,0.00
D,674,Delcroix,4.0,4.0,Burnley,10,0.19,14,0.42,15,0.38,16,0.45,17,0.60,18,0.39,18,0.49,17,0.31,18,0.62,0.00
M,675,A.Ramsey,5.0,5.0,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,676,Mavropanos,4.5,4.5,West Ham,79,1.99,75,1.97,74,2.41,73,2.63,72,2.54,70,1.58,69,1.55,68,3.02,67,0.87,0.00
F,677,Deivid,4.5,4.5,Chelsea,0,0.00,0,0.00,2,0.20,1,0.13,1,0.10,1,0.11,0,0.00,1,0.20,1,0.13,0.00
M,678,Doku,6.4,6.4,Man City,53,2.63,53,3.19,53,3.07,52,3.78,50,2.75,50,3.00,51,3.29,52,5.72,52,3.30,0.00
D,679,G.Montiel,4.4,4.4,Nott'm Forest,3,0.12,10,0.40,17,0.46,24,0.99,28,0.97,28,0.70,30,1.29,28,0.94,32,1.24,0.00
G,680,Beach,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,681,Diego Moreira,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,682,Johnson,4.0,4.0,Luton,4,0.06,6,0.09,4,0.10,7,0.07,4,0.12,4,0.08,2,0.04,0,0.00,0,0.00,0.00
M,683,Harris,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,684,Brierley,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,685,Gore,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,686,Zych,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,687,Petrović,4.5,4.5,Chelsea,92,3.93,89,3.26,87,3.63,86,3.50,84,2.92,85,5.89,82,3.26,83,5.85,82,3.15,0.00
D,688,Castagne,4.5,4.5,Fulham,85,3.64,82,2.93,80,2.68,79,2.42,78,1.80,77,3.39,77,2.52,75,1.51,74,2.73,0.01
M,689,Kudus,6.9,6.9,West Ham,85,3.38,82,3.61,77,3.16,74,3.49,73,3.09,72,2.78,72,2.67,73,3.96,72,2.21,0.19
M,690,Baleba,4.5,4.5,Brighton,17,0.64,19,0.79,19,0.73,16,0.69,18,0.65,20,1.58,20,0.84,20,0.80,19,0.81,0.00
F,691,Beto,5.7,5.7,Everton,57,3.18,55,2.95,55,3.66,53,2.57,52,5.90,52,3.30,53,3.15,52,3.66,52,2.11,0.00
G,692,Benda,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,693,Thomas,4.0,4.0,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,694,Massengo,4.9,4.9,Burnley,0,0.00,0,0.00,1,0.04,3,0.10,4,0.15,4,0.14,4,0.17,6,0.22,4,0.17,0.00
G,695,Altay,4.0,4.0,Man Utd,1,0.04,2,0.08,3,0.09,3,0.11,4,0.13,4,0.16,3,0.11,3,0.23,4,0.13,0.00
D,696,Murillo,4.5,4.5,Nott'm Forest,87,3.24,83,2.67,80,1.32,80,2.81,80,2.17,75,1.24,76,2.81,75,1.91,75,2.49,0.05
D,697,S.Bueno,4.5,4.5,Wolves,22,0.52,22,0.74,19,0.65,20,0.63,22,0.49,24,0.94,24,0.33,23,1.62,23,0.36,0.00
M,698,González,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,699,Lenglet,4.5,4.5,Aston Villa,53,2.15,56,1.01,54,2.19,55,1.02,54,1.97,54,1.66,53,1.47,54,1.30,55,1.97,0.00
M,700,Ansu Fati,6.4,6.4,Brighton,45,2.13,44,2.64,44,2.11,43,2.76,43,1.95,44,5.18,41,2.67,41,2.34,39,2.53,0.00
M,701,Ghoddos,4.5,4.5,Brentford,51,2.05,19,0.88,19,0.81,15,0.83,12,0.59,13,0.56,13,0.64,15,0.65,14,0.68,0.00
D,702,Phillips,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,703,Evans,4.0,4.0,Man Utd,5,0.15,10,0.30,12,0.33,10,0.31,6,0.21,4,0.15,4,0.14,4,0.20,3,0.10,0.00
F,704,Fraser,4.5,4.5,Wolves,59,2.29,54,2.36,48,2.07,44,1.82,34,1.32,32,1.60,27,1.02,20,2.04,18,0.77,0.00
M,705,Sinisterra,5.5,5.5,Bournemouth,33,1.91,35,2.11,35,2.11,34,2.03,35,1.83,34,1.97,34,1.43,31,3.63,33,1.60,0.00
M,706,M.Trésor,5.3,5.3,Burnley,10,0.54,7,0.46,7,0.42,8,0.50,9,0.54,9,0.51,11,0.60,10,0.50,10,0.59,0.00
D,707,Ballo-Touré,4.5,4.5,Fulham,4,0.17,6,0.21,7,0.24,7,0.25,9,0.25,9,0.38,10,0.34,9,0.24,9,0.36,0.00
M,708,Gravenberch,5.0,5.0,Liverpool,16,0.86,14,0.82,13,0.65,11,0.61,9,0.99,10,0.52,10,0.55,12,0.59,11,0.62,0.00
M,709,Amrabat,5.0,5.0,Man Utd,7,0.28,7,0.24,9,0.33,12,0.42,11,0.41,9,0.38,9,0.34,8,0.56,7,0.25,0.00
G,710,Odysseas,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,711,Omobamidele,4.5,4.5,Nott'm Forest,66,2.24,62,1.82,59,0.83,59,1.84,57,1.41,57,0.82,58,1.90,55,1.25,56,1.65,0.00
M,712,Dominguez,5.0,5.0,Nott'm Forest,72,2.49,69,2.30,65,1.93,65,2.25,64,1.99,64,1.79,64,2.24,64,2.02,63,2.11,0.00
M,713,Sangaré,4.9,4.9,Nott'm Forest,35,1.24,38,1.29,42,1.25,42,1.39,43,1.30,42,1.19,39,1.34,41,1.29,41,1.34,0.00
F,714,Origi,5.0,5.0,Nott'm Forest,45,2.23,43,2.07,42,1.80,42,2.06,41,1.75,42,1.63,42,2.10,42,1.89,44,2.07,0.00
M,715,Bellegarde,4.9,4.9,Wolves,36,1.32,47,1.84,57,2.21,66,2.40,58,1.92,53,2.33,49,1.53,41,3.42,38,1.32,0.00
D,716,Gilchrist,4.0,4.0,Chelsea,3,0.14,3,0.11,4,0.16,2,0.09,2,0.04,2,0.14,3,0.11,2,0.15,3,0.13,0.00
F,717,Stutter,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,718,Matos,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,719,Hunt,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,720,Ola-Adebomi,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,721,Ozoh,4.5,4.5,Crystal Palace,7,0.27,7,0.29,10,0.38,11,0.39,11,0.82,9,0.35,10,0.38,8,0.30,7,0.29,0.00
F,722,Donley,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,723,Brooking,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,724,Raymond,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,725,Kim Ji-Soo,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,726,Chambers,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,727,Townsend,5.0,5.0,Luton,34,1.55,32,1.36,26,1.52,30,1.22,20,1.22,18,0.95,16,0.94,17,0.89,18,1.04,0.00
D,728,Scanlon,3.9,3.9,Liverpool,0,0.00,2,0.06,1,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,729,Luker,4.5,4.5,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,730,Oné,4.4,4.4,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,731,Buyabu,4.0,4.0,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,732,Tanton,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,733,Adedokun,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,734,Nelson,4.5,4.5,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,735,Sagoe,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,736,Walters,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,737,Ibrahim,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,738,Diallo,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,739,Parkinson,4.5,4.5,Newcastle,2,0.15,2,0.14,2,0.11,3,0.17,2,0.14,2,0.16,2,0.12,1,0.19,1,0.08,0.00
D,740,Dorrington,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,741,O’Mahony,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,742,Baker-Boaitey,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,743,Nyoni,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,744,Peart-Harris,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,745,Ndiweni,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,746,Jackson,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,747,Duffus,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,748,Hugill,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,749,Whittingham,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,750,Chirewa,4.4,4.4,Wolves,7,0.38,6,0.34,5,0.28,6,0.34,6,0.31,4,0.27,7,0.32,2,0.28,2,0.13,0.00
D,751,Hubner,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,1,0.04,2,0.03,1,0.04,1,0.02,1,0.07,1,0.02,0.00
G,752,Angelini,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,753,Kavanagh,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,754,Yago Santiago,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,755,Barrington,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,756,Pitaluga,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,757,Bradley,4.1,4.1,Liverpool,72,4.01,64,4.57,54,2.53,39,2.47,20,2.07,20,1.05,21,1.14,22,1.10,22,1.38,0.01
M,758,Castledine,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,759,Peck,4.4,4.4,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,760,Metcalfe,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,761,Campbell,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,762,Susoho,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,763,Adaramola,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,764,Lewis-Skelly,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,765,Proctor,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,766,Kambwala,3.9,3.9,Man Utd,0,0.00,1,0.03,1,0.03,2,0.05,1,0.03,1,0.04,0,0.00,0,0.00,0,0.00,0.00
M,767,O'Reilly,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,768,Bennett,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,769,Hesketh,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
